district_id,district_name,state,development_index,population_lakhs,rural_pct,literacy_rate,female_literacy_rate,sc_st_pct,bpl_pct,agricultural_hh_pct,avg_landholding_ha,internet_penetration,health_facilities_per_lakh,pmkisan_eligible,pmkisan_enrolled,pmkisan_uptake_rate,pmkisan_gap_count,ab_eligible,ab_enrolled,ab_uptake_rate,ab_gap_count,combined_gap_score,pmkisan_gap_tier,ab_gap_tier,pmkisan_gap_rate,ab_gap_rate,priority_score,digital_access_index,gender_literacy_gap,log_population,state_avg_pmkisan_uptake,state_avg_ab_uptake,state_total_pmkisan_gap,state_total_ab_gap,pmkisan_residual,ab_residual,pmkisan_std_residual,pmkisan_anomalous,ab_std_residual,ab_anomalous,dual_anomalous,cluster_id,district_segment,pca_1,pca_2,recommended_intervention
D0658,MAN_Dist_12,Manipur,0.332,147.41125000000002,0.8137,0.6852,0.5985,0.315,0.5702,0.6893,0.9,0.2269,13.91,1317521,828850,0.6291,488671,980885,549855,0.5606,431030,0.4052,Moderate,High,0.3709,0.4394,0.6331,0.4102,0.0867,5.0,0.7048,0.69389375,2465710,1654047,0.0081565337437177,-0.0676213011062444,0.1436826200847012,False,-1.118616928940822,False,False,2,Critical Priority,5.118414297305374,0.6118612851308272,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0259,RAJ_Dist_32,Rajasthan,0.4757,147.41125000000002,0.7733,0.6051,0.434,0.441,0.4123,0.8168,1.132,0.3967,14.46,1633514,1027197,0.6288,606317,742165,448456,0.6043,293709,0.3835,Moderate,Moderate,0.3712,0.3957,0.5707,0.4801,0.1711,5.0,0.6602666666666667,0.6880000000000001,4791921,2247065,-0.0124704614210484,-0.0474368360071894,-0.2196752477153525,False,-0.7847179356940548,False,False,2,Critical Priority,3.298153495504829,1.4444808804099598,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0030,UTT_Dist_30,Uttar Pradesh,0.4379,147.41125000000002,0.8788,0.6503,0.5457,0.3128,0.4446,0.6933,1.512,0.4478,11.33,1386530,867266,0.6255,519264,800333,479507,0.5991,320826,0.3877,Moderate,High,0.3745,0.4009,0.5625,0.5288,0.1046,5.0,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.0299558920660827,-0.0394580522861286,-0.5276924235567467,False,-0.6527299023861716,False,False,2,Critical Priority,3.892274620202626,0.25945540171154413,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0128,BIH_Dist_17,Bihar,0.2525,147.41125000000002,0.8402,0.5707,0.4356,0.3581,0.3726,0.6859,1.306,0.1902,6.85,1341963,747229,0.5568,594734,656048,396205,0.6039,259843,0.4196,High,Moderate,0.4432,0.3961,0.5584,0.3424,0.1351,5.0,0.6056578947368422,0.61265,4708668,2629035,-0.0044466961648297,0.0659730568375008,-0.0783314304535987,False,1.0913510539587177,False,False,2,Critical Priority,5.606937951618717,0.6935112203390176,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0479,JHA_Dist_15,Jharkhand,0.2799,147.41125000000002,0.8784,0.484,0.3825,0.2652,0.3306,0.6121,1.101,0.2757,7.78,1224136,631155,0.5156,592981,595059,367948,0.6183,227111,0.433,High,Moderate,0.4844,0.3817,0.5399,0.359,0.1015,5.0,0.630475,0.6653041666666667,3257292,1369960,-0.0391222720258411,0.0792136225466223,-0.6891641382208503,False,1.3103814587079767,False,False,2,Critical Priority,5.7305252792791395,-0.4577778364976978,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0570,CHH_Dist_24,Chhattisgarh,0.467,147.41125000000002,0.7427,0.6707,0.5795,0.3829,0.5986,0.5982,1.718,0.2139,18.53,1196323,802595,0.6709,393728,1077546,780408,0.7242,297138,0.3024,Moderate,Moderate,0.3290999999999999,0.2758,0.5259,0.3966,0.0912,5.0,0.6753242424242424,0.6709848484848484,3218323,1883304,0.022080497013867,0.037787614196359,0.3889622434498079,False,0.6250968888913279,False,False,2,Critical Priority,2.8444835941965074,0.3055578393070769,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0064,UTT_Dist_64,Uttar Pradesh,0.348,147.41125000000002,0.7976,0.6692,0.5509,0.3176,0.3694,0.7526,1.745,0.2623,10.87,1505151,893335,0.5935,611816,664984,456639,0.6867,208345,0.3599,High,Moderate,0.4065,0.3133,0.5223,0.4251,0.1183,5.0,0.6442813333333334,0.6424413333333333,8250549,4592090,-0.0490606005623879,0.059231793564384,-0.8642342266021402,False,0.9798345481182676,False,False,2,Critical Priority,3.690549330288784,0.3481285177579504,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0180,MAD_Dist_08,Madhya Pradesh,0.2453,73.24,0.8507,0.5698,0.4515,0.3829,0.5052,0.7579,1.294,0.2265,8.05,555144,293286,0.5283,261858,333000,153178,0.46,179822,0.5058,High,High,0.4717,0.54,0.498,0.3638,0.1183,4.3073,0.6496218181818182,0.6555727272727273,6202928,3446710,-0.0310229957118153,-0.0841984290240278,-0.5464901448117249,False,-1.3928419973539492,False,False,2,Critical Priority,6.557041383885635,0.7191156333027303,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0522,ASS_Dist_34,Assam,0.4072,127.88,0.8048,0.6179,0.4353,0.1214,0.4729,0.6637,1.839,0.3856,14.0,848761,463404,0.546,385357,544266,363863,0.6685,180403,0.3927,High,Moderate,0.4539999999999999,0.3315,0.4835,0.4785,0.1826,4.8589,0.67196,0.6731485714285714,3672194,1968929,-0.1173306399071982,-0.0007007225357259,-2.0668551480114297,True,-0.0115916150407077,False,False,2,Critical Priority,3.4414966489615075,1.7487302231217392,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
D0129,BIH_Dist_18,Bihar,0.3436,147.41125000000002,0.6447,0.6318,0.5537,0.3284,0.4152,0.5302,1.235,0.1714,12.54,874945,489172,0.5591,385773,616649,396217,0.6425,220432,0.3992,High,Moderate,0.4408999999999999,0.3575,0.482,0.3556,0.0781,5.0,0.6056578947368422,0.61265,4708668,2629035,-0.0655872031969408,0.0197187925623174,-1.1553610265699523,False,0.326195663461067,False,False,2,Critical Priority,4.094381189974352,-0.44157370638895416,"Immediate outreach, mobile camps, beneficiary verification, and awareness campaigns"
